ogc_fid,id,gridcode,wkb_geometry,climatecode
1336,1336,11,0103000020E6100000010000000600000000000000004052C0000000000080334000000000004052C0000000000000344000000000002052C0000000000000344000000000000052C0000000000000344000000000000052C0000000000080334000000000004052C00000000000803340,Af
1352,1352,11,0103000020E6100000010000000E00000000000000004051C0000000000080324000000000006051C0000000000080324000000000006051C000000000000033400000000000A051C000000000000033400000000000C051C000000000000033400000000000C051C000000000008033400000000000A051C000000000008033400000000000A051C0000000000000344000000000006051C0000000000000344000000000006051C0000000000080334000000000002051C0000000000080334000000000002051C0000000000000334000000000004051C0000000000000334000000000004051C00000000000803240,Af
1356,1356,11,0103000020E610000001000000050000000000000000605E4000000000008032400000000000405E4000000000008032400000000000405E4000000000000033400000000000605E4000000000000033400000000000605E400000000000803240,Af
1363,1363,11,0103000020E6100000010000000700000000000000006052C000000000000032400000000000A052C000000000000032400000000000A052C0000000000000334000000000008052C0000000000000334000000000008052C0000000000080324000000000006052C0000000000080324000000000006052C00000000000003240,Af
1365,1365,11,0103000020E610000001000000050000000000000000A051C000000000000032400000000000C051C000000000000032400000000000C051C000000000008032400000000000A051C000000000008032400000000000A051C00000000000003240,Af
1374,1374,11,0103000020E6100000010000000500000000000000000058C0000000000080314000000000002058C0000000000080314000000000002058C0000000000000324000000000000058C0000000000000324000000000000058C00000000000803140,Af
1376,1376,11,0103000020E6100000010000000500000000000000008057C0000000000080314000000000008057C0000000000000324000000000000057C0000000000000324000000000000057C0000000000080314000000000008057C00000000000803140,Af
1377,1377,11,0103000020E6100000010000000B00000000000000000053C0000000000080314000000000008053C0000000000080314000000000008053C000000000000032400000000000A053C000000000000032400000000000A053C0000000000080324000000000008053C0000000000080324000000000008053C0000000000000334000000000006053C0000000000000334000000000006053C0000000000080324000000000000053C0000000000080324000000000000053C00000000000803140,Af
1379,1379,11,0103000020E610000001000000070000000000000000E050C000000000000032400000000000C050C000000000000032400000000000C050C0000000000080324000000000006050C0000000000080324000000000006050C000000000008031400000000000E050C000000000008031400000000000E050C00000000000003240,Af
1394,1394,11,0103000020E610000001000000050000000000000000E056C00000000000002F4000000000000057C00000000000002F4000000000000057C000000000000030400000000000E056C000000000000030400000000000E056C00000000000002F40,Af
1401,1401,11,0103000020E6100000010000001100000000000000004056C00000000000002E4000000000008056C00000000000002E4000000000008056C00000000000002F400000000000C056C00000000000002F400000000000C056C000000000000030400000000000E056C000000000000030400000000000E056C000000000000031400000000000A056C000000000000031400000000000A056C0000000000080304000000000002056C0000000000080304000000000002056C0000000000000314000000000000056C0000000000000314000000000000056C000000000000030400000000000C055C000000000000030400000000000C055C00000000000002F4000000000004056C00000000000002F4000000000004056C00000000000002E40,Af
1403,1403,11,0103000020E610000001000000070000000000000000804EC00000000000002E400000000000C04EC00000000000002E400000000000C04EC000000000000030400000000000004FC000000000000030400000000000004FC000000000008030400000000000804EC000000000008030400000000000804EC00000000000002E40,Af
1422,1422,11,0103000020E610000001000000050000000000000000205E400000000000002C400000000000405E400000000000002C400000000000405E400000000000002B400000000000205E400000000000002B400000000000205E400000000000002C40,Af
1443,1443,11,0103000020E610000001000000050000000000000000005E4000000000000027400000000000005E4000000000000029400000000000205E4000000000000029400000000000205E4000000000000027400000000000005E400000000000002740,Af
1444,1444,11,0103000020E610000001000000050000000000000000805E4000000000000027400000000000605E4000000000000027400000000000605E4000000000000028400000000000805E4000000000000028400000000000805E400000000000002740,Af
1445,1445,11,0103000020E610000001000000050000000000000000C05E4000000000000027400000000000A05E4000000000000027400000000000A05E4000000000000028400000000000C05E4000000000000028400000000000C05E400000000000002740,Af
1450,1450,11,0103000020E610000001000000050000000000000000E05E4000000000000026400000000000C05E4000000000000026400000000000C05E4000000000000027400000000000E05E4000000000000027400000000000E05E400000000000002640,Af
1478,1478,11,0103000020E610000001000000050000000000000000A05E4000000000000023400000000000805E4000000000000023400000000000805E4000000000000024400000000000A05E4000000000000024400000000000A05E400000000000002340,Af
1491,1491,11,0103000020E610000001000000050000000000000000C05E4000000000000022400000000000A05E4000000000000022400000000000A05E4000000000000023400000000000C05E4000000000000023400000000000C05E400000000000002240,Af
1494,1494,11,0103000020E610000001000000050000000000000000C053C000000000000021400000000000E053C000000000000021400000000000E053C000000000000022400000000000C053C000000000000022400000000000C053C00000000000002140,Af
1496,1496,11,0103000020E6100000010000000500000000000000006053C0000000000000214000000000006053C0000000000000224000000000002053C0000000000000224000000000002053C0000000000000214000000000006053C00000000000002140,Af
1499,1499,11,0103000020E610000001000000050000000000000000004EC000000000000021400000000000404EC000000000000021400000000000404EC000000000000022400000000000004EC000000000000022400000000000004EC00000000000002140,Af
1507,1507,11,0103000020E610000001000000240000000000000000C054C000000000000020400000000000E054C000000000000020400000000000E054C000000000000022400000000000C054C000000000000022400000000000C054C000000000000023400000000000E054C000000000000023400000000000E054C0000000000000244000000000000055C0000000000000244000000000002055C0000000000000244000000000002055C0000000000000254000000000004055C0000000000000254000000000004055C0000000000000264000000000002055C0000000000000264000000000002055C0000000000000274000000000004055C0000000000000274000000000004055C0000000000000284000000000000055C0000000000000284000000000000055C00000000000002B4000000000002055C00000000000002B4000000000002055C00000000000002F4000000000000055C00000000000002F400000000000E054C00000000000002F400000000000E054C00000000000002E400000000000C054C00000000000002E400000000000C054C00000000000002D400000000000E054C00000000000002D400000000000E054C00000000000002B400000000000E054C000000000000025400000000000C054C000000000000025400000000000C054C0000000000000244000000000008054C0000000000000244000000000008054C0000000000000224000000000006054C0000000000000224000000000006054C000000000000021400000000000C054C000000000000021400000000000C054C00000000000002040,Af
1508,1508,11,0103000020E6100000010000000700000000000000000054C0000000000000204000000000002054C0000000000000204000000000002054C0000000000000214000000000000054C000000000000021400000000000E053C000000000000021400000000000E053C0000000000000204000000000000054C00000000000002040,Af
1580,1580,11,0103000020E610000001000000070000000000000000002340000000000000004000000000000023400000000000000C4000000000000024400000000000000C4000000000000024400000000000000840000000000000254000000000000008400000000000002540000000000000004000000000000023400000000000000040,Af
1569,1569,11,0103000020E6100000010000000500000000000000008052C00000000000000C4000000000008052C0000000000000124000000000006052C0000000000000124000000000006052C00000000000000C4000000000008052C00000000000000C40,Af
1571,1571,11,0103000020E610000001000000050000000000000000205B400000000000000C400000000000005B400000000000000C400000000000005B4000000000000012400000000000205B4000000000000012400000000000205B400000000000000C40,Af
1575,1575,11,0103000020E61000000100000008000000000000000000214000000000000010400000000000002240000000000000104000000000000022400000000000000C40000000000000224000000000000008400000000000002040000000000000084000000000000020400000000000000C4000000000000021400000000000000C4000000000000021400000000000001040,Af
1601,1601,11,0103000020E6100000010000000B0000000000000000404040000000000000E0BF0000000000004040000000000000E0BF0000000000004040000000000000E03F0000000000404040000000000000E03F0000000000404040000000000000F03F0000000000804040000000000000F03F0000000000C04040000000000000F03F0000000000C040400000000000000000000000000080404000000000000000000000000000804040000000000000E0BF0000000000404040000000000000E0BF,Af
1602,1602,11,0103000020E610000001000000050000000000000000004140000000000000E0BF0000000000C04040000000000000E0BF0000000000C040400000000000000000000000000000414000000000000000000000000000004140000000000000E0BF,Af
1607,1607,11,0103000020E610000001000000090000000000000000804140000000000000F0BF0000000000404140000000000000F0BF0000000000404140000000000000E03F0000000000804140000000000000E03F000000000080414000000000000000000000000000C0414000000000000000000000000000C04140000000000000E0BF0000000000804140000000000000E0BF0000000000804140000000000000F0BF,Af
1615,1615,11,0103000020E610000001000000050000000000000000E0584000000000000000C00000000000A0584000000000000000C00000000000A05840000000000000F0BF0000000000E05840000000000000F0BF0000000000E0584000000000000000C0,Af
1617,1617,11,0103000020E610000001000000050000000000000000405F4000000000000000C00000000000405F40000000000000F8BF0000000000605F40000000000000F8BF0000000000605F4000000000000000C00000000000405F4000000000000000C0,Af
1618,1618,11,0103000020E6100000010000001B000000000000000010604000000000000000C00000000000C05F4000000000000000C00000000000C05F40000000000000F8BF0000000000E05F40000000000000F8BF0000000000E05F40000000000000F0BF0000000000C05F40000000000000F0BF0000000000C05F40000000000000F83F0000000000E05F40000000000000F83F0000000000E05F4000000000000004400000000000206040000000000000044000000000002060400000000000000040000000000000604000000000000000400000000000006040000000000000F83F0000000000206040000000000000F83F0000000000206040000000000000F03F0000000000106040000000000000F03F0000000000106040000000000000E03F0000000000206040000000000000E03F00000000002060400000000000000000000000000000604000000000000000000000000000006040000000000000E0BF0000000000106040000000000000E0BF0000000000106040000000000000F0BF0000000000006040000000000000F0BF0000000000006040000000000000F8BF0000000000106040000000000000F8BF000000000010604000000000000000C0,Af
1620,1620,11,0103000020E6100000010000000B0000000000000000C047C000000000000004C00000000000C048C000000000000004C00000000000C048C000000000000000C000000000008049C000000000000000C000000000008049C0000000000000F8BF00000000004049C0000000000000F8BF00000000004049C0000000000000F0BF00000000000048C0000000000000F0BF00000000000048C0000000000000F8BF0000000000C047C0000000000000F8BF0000000000C047C000000000000004C0,Af
1622,1622,11,0103000020E6100000010000002F0000000000000000003E40000000000000E03F0000000000803D40000000000000E03F0000000000803D4000000000000000000000000000003D4000000000000000000000000000003D40000000000000E0BF0000000000803D40000000000000E0BF0000000000803D40000000000000F0BF0000000000803D40000000000000F8BF0000000000803C40000000000000F8BF0000000000803B40000000000000F8BF0000000000803B4000000000000000C0000000000000394000000000000000C0000000000000394000000000000004C0000000000080344000000000000004C0000000000080344000000000000000C0000000000080334000000000000000C00000000000803340000000000000F8BF0000000000003340000000000000F8BF0000000000003340000000000000F0BF0000000000003240000000000000F0BF0000000000003240000000000000E0BF0000000000803140000000000000E0BF00000000008031400000000000000000000000000080304000000000000000000000000000803040000000000000E03F0000000000002F40000000000000E03F0000000000002F40000000000000F03F0000000000002E40000000000000F03F0000000000002E40000000000000F83F0000000000803040000000000000F83F000000000080304000000000000000400000000000803240000000000000004000000000008032400000000000000440000000000080384000000000000004400000000000803840000000000000004000000000000039400000000000000040000000000000394000000000000004400000000000003B4000000000000004400000000000003B4000000000000000400000000000803C4000000000000000400000000000803C4000000000000004400000000000003D4000000000000004400000000000003D4000000000000000400000000000803D4000000000000000400000000000803D40000000000000F83F0000000000003E40000000000000F83F0000000000003E40000000000000E03F,Af
1623,1623,11,0103000020E61000000100000005000000000000000000594000000000000004C00000000000E0584000000000000004C00000000000E0584000000000000000C0000000000000594000000000000000C0000000000000594000000000000004C0,Af
1625,1625,11,0103000020E610000001000000060000000000000000205F40000000000000F8BF0000000000205F4000000000000000C00000000000205F4000000000000004C00000000000005F4000000000000004C00000000000005F40000000000000F8BF0000000000205F40000000000000F8BF,Af
1626,1626,11,0103000020E61000000100000005000000000000000070624000000000000004C0000000000050624000000000000004C0000000000050624000000000000000C0000000000070624000000000000000C0000000000070624000000000000004C0,Af
1633,1633,11,0103000020E61000000100000005000000000000000000594000000000000004C0000000000020594000000000000004C000000000002059400000000000000CC000000000000059400000000000000CC0000000000000594000000000000004C0,Af
1634,1634,11,0103000020E610000001000000050000000000000000205B400000000000000CC00000000000E05A400000000000000CC00000000000E05A4000000000000004C00000000000205B4000000000000004C00000000000205B400000000000000CC0,Af
1641,1641,11,0103000020E610000001000000150000000000000000506040000000000000F8BF000000000050604000000000000004C0000000000040604000000000000004C0000000000040604000000000000008C0000000000060604000000000000008C0000000000060604000000000000010C0000000000040604000000000000010C000000000004060400000000000000CC000000000001060400000000000000CC0000000000010604000000000000010C0000000000000604000000000000010C000000000000060400000000000000CC00000000000E05F400000000000000CC00000000000E05F4000000000000010C00000000000805F4000000000000010C00000000000805F4000000000000008C0000000000000604000000000000008C0000000000000604000000000000004C0000000000030604000000000000004C00000000000306040000000000000F8BF0000000000506040000000000000F8BF,Af
1644,1644,11,0103000020E610000002000000450000000000000000205D4000000000000012C00000000000005D4000000000000012C00000000000005D4000000000000010C00000000000C05C4000000000000010C00000000000C05C4000000000000012C00000000000A05C4000000000000012C00000000000A05C400000000000000CC00000000000005C400000000000000CC00000000000005C4000000000000010C00000000000E05B4000000000000010C00000000000E05B400000000000000CC00000000000A05B400000000000000CC00000000000A05B4000000000000008C00000000000805B4000000000000008C00000000000805B4000000000000000C00000000000605B4000000000000000C00000000000605B40000000000000F8BF0000000000405B40000000000000F8BF0000000000405B4000000000000000000000000000205B4000000000000000000000000000205B40000000000000F03F0000000000405B40000000000000F03F0000000000405B4000000000000000400000000000C05B4000000000000000400000000000C05B4000000000000004400000000000E05B4000000000000004400000000000E05B4000000000000008400000000000205C4000000000000008400000000000205C400000000000000C400000000000405C400000000000000C400000000000405C4000000000000010400000000000605C4000000000000010400000000000605C4000000000000012400000000000805C4000000000000012400000000000805C4000000000000014400000000000C05C4000000000000014400000000000C05C4000000000000016400000000000E05C4000000000000016400000000000E05C4000000000000018400000000000005D4000000000000018400000000000005D400000000000001A400000000000205D400000000000001A400000000000205D400000000000001C400000000000805D400000000000001C400000000000805D4000000000000018400000000000C05D4000000000000018400000000000C05D4000000000000016400000000000E05D4000000000000016400000000000E05D4000000000000014400000000000C05D4000000000000014400000000000C05D4000000000000010400000000000805D4000000000000010400000000000805D4000000000000000400000000000A05D4000000000000000400000000000A05D40000000000000F83F0000000000C05D40000000000000F83F0000000000C05D40000000000000E03F0000000000805D40000000000000E03F0000000000805D4000000000000000000000000000605D4000000000000000000000000000605D40000000000000E0BF0000000000805D40000000000000E0BF0000000000805D40000000000000F0BF0000000000605D40000000000000F0BF0000000000605D40000000000000F8BF0000000000405D40000000000000F8BF0000000000405D4000000000000004C00000000000205D4000000000000004C00000000000205D4000000000000012C0050000000000000000E05C4000000000000004C00000000000E05C4000000000000000C00000000000C05C4000000000000000C00000000000C05C4000000000000004C00000000000E05C4000000000000004C0,Af
1785,1785,11,0103000020E610000003000000D400000000000000004051C00000000000002CC000000000006051C00000000000002CC000000000008051C00000000000002CC000000000008051C00000000000002BC00000000000A051C00000000000002BC00000000000C051C00000000000002BC00000000000C051C00000000000002AC00000000000E051C00000000000002AC00000000000E051C000000000000029C000000000000052C000000000000029C000000000000052C000000000000028C000000000002052C000000000000028C000000000004052C000000000000028C000000000004052C000000000000026C000000000008052C000000000000026C000000000008052C000000000000025C00000000000A052C000000000000025C00000000000A052C000000000000026C00000000000C052C000000000000026C00000000000C052C000000000000025C00000000000E052C000000000000025C00000000000E052C000000000000024C00000000000E052C000000000000023C000000000000053C000000000000023C000000000000053C000000000000022C000000000002053C000000000000022C000000000002053C000000000000021C000000000002053C000000000000020C000000000002053C00000000000001CC000000000000053C00000000000001CC000000000000053C00000000000001AC000000000002053C00000000000001AC000000000002053C000000000000018C000000000004053C000000000000018C000000000006053C000000000000018C000000000006053C000000000000016C000000000008053C000000000000016C00000000000A053C000000000000016C00000000000A053C000000000000010C00000000000C053C000000000000010C00000000000C053C00000000000000CC00000000000A053C00000000000000CC00000000000A053C000000000000004C000000000008053C000000000000004C000000000008053C0000000000000E0BF00000000006053C0000000000000E0BF00000000006053C0000000000000E03F00000000004053C0000000000000E03F00000000004053C0000000000000F03F00000000002053C0000000000000F03F00000000002053C0000000000000F83F00000000000053C0000000000000F83F00000000000053C000000000000008400000000000E052C000000000000008400000000000C052C000000000000008400000000000C052C000000000000010400000000000E052C000000000000010400000000000E052C000000000000012400000000000C052C000000000000012400000000000C052C000000000000018400000000000E052C000000000000018400000000000E052C0000000000000124000000000000053C0000000000000124000000000000053C0000000000000104000000000002053C0000000000000104000000000002053C0000000000000084000000000002053C0000000000000044000000000004053C0000000000000044000000000004053C0000000000000F83F00000000008053C0000000000000F83F00000000008053C0000000000000F03F0000000000A053C0000000000000F03F0000000000A053C0000000000000E03F0000000000A053C000000000000000000000000000C053C000000000000000000000000000C053C0000000000000F0BF0000000000E053C0000000000000F0BF0000000000E053C0000000000000E0BF0000000000E053C0000000000000F03F00000000000054C0000000000000F03F00000000000054C0000000000000F83F0000000000C053C0000000000000F83F0000000000C053C0000000000000044000000000008053C0000000000000044000000000008053C0000000000000084000000000006053C0000000000000084000000000006053C00000000000001A4000000000008053C00000000000001A4000000000008053C00000000000001C400000000000A053C00000000000001C400000000000A053C00000000000001E4000000000004053C00000000000001E4000000000004053C0000000000000204000000000000053C0000000000000204000000000000053C00000000000001E400000000000C052C00000000000001E400000000000C052C00000000000001C400000000000A052C00000000000001C400000000000A052C00000000000001E4000000000008052C00000000000001E4000000000008052C00000000000001C4000000000006052C00000000000001C4000000000006052C00000000000001E4000000000004052C00000000000001E4000000000004052C0000000000000184000000000008052C0000000000000184000000000008052C000000000000014400000000000A052C000000000000014400000000000A052C00000000000000C4000000000008052C00000000000000C4000000000008052C000000000000008400000000000A052C000000000000008400000000000A052C0000000000000044000000000008052C0000000000000044000000000008052C0000000000000004000000000006052C0000000000000004000000000006052C0000000000000044000000000000052C0000000000000044000000000000052C000000000000008400000000000E051C000000000000008400000000000E051C00000000000000C400000000000C051C00000000000000C400000000000C051C0000000000000104000000000008051C0000000000000104000000000008051C0000000000000124000000000006050C0000000000000124000000000006050C000000000000014400000000000C04FC000000000000014400000000000C04FC000000000000016400000000000004FC000000000000016400000000000004FC000000000000018400000000000C04EC000000000000018400000000000C04EC00000000000001C400000000000C04EC000000000000020400000000000404EC000000000000020400000000000C04DC000000000000020400000000000C04DC000000000000021400000000000804DC000000000000021400000000000804DC000000000000020400000000000404DC000000000000020400000000000404DC00000000000001E400000000000004DC00000000000001E400000000000004DC00000000000001C400000000000C04CC00000000000001C400000000000C04CC00000000000001A400000000000804CC00000000000001A400000000000804CC000000000000018400000000000C04CC000000000000018400000000000C04CC000000000000016400000000000804CC000000000000016400000000000804CC000000000000012400000000000C04CC000000000000012400000000000C04CC000000000000010400000000000804DC000000000000010400000000000804DC00000000000000C400000000000004EC00000000000000C400000000000004EC000000000000010400000000000804EC000000000000010400000000000804EC000000000000012400000000000C04EC000000000000012400000000000C04EC000000000000010400000000000004FC000000000000010400000000000004FC00000000000000C400000000000404FC00000000000000C400000000000404FC000000000000008400000000000004FC000000000000008400000000000004FC000000000000004400000000000C04EC000000000000004400000000000C04EC000000000000000400000000000404EC000000000000000400000000000404EC0000000000000F83F0000000000004EC0000000000000F83F0000000000004EC0000000000000E03F0000000000C04DC0000000000000E03F0000000000C04DC000000000000000000000000000804DC000000000000000000000000000804DC0000000000000F0BF0000000000C04DC0000000000000F0BF0000000000C04DC0000000000000F8BF0000000000004EC0000000000000F8BF0000000000004EC000000000000004C00000000000404EC000000000000004C00000000000404EC000000000000008C00000000000804EC000000000000008C00000000000804EC00000000000000CC00000000000C04EC00000000000000CC00000000000C04EC000000000000012C00000000000804FC000000000000012C00000000000804FC000000000000016C00000000000C04FC000000000000016C00000000000C04FC000000000000018C000000000002050C000000000000018C000000000002050C00000000000001AC000000000000051C00000000000001AC000000000000051C00000000000001CC000000000006051C00000000000001CC000000000006051C00000000000001EC00000000000A051C00000000000001EC00000000000A051C000000000000020C00000000000C051C000000000000020C00000000000C051C000000000000024C00000000000A051C000000000000024C00000000000A051C000000000000026C000000000008051C000000000000026C000000000008051C000000000000028C000000000006051C000000000000028C000000000006051C000000000000029C000000000004051C000000000000029C000000000004051C00000000000002AC000000000002051C00000000000002AC000000000002051C00000000000002CC000000000004051C00000000000002CC0050000000000000000E052C00000000000001A400000000000E052C00000000000001C4000000000000053C00000000000001C4000000000000053C00000000000001A400000000000E052C00000000000001A400500000000000000008052C000000000000021C000000000008052C00000000000001EC00000000000A052C00000000000001EC00000000000A052C000000000000021C000000000008052C000000000000021C0,Af
1648,1648,11,0103000020E610000001000000330000000000000000805E4000000000000014C00000000000605E4000000000000014C00000000000605E4000000000000010C00000000000205E4000000000000010C00000000000205E4000000000000014C00000000000005E4000000000000014C00000000000005E4000000000000010C00000000000E05D4000000000000010C00000000000A05D4000000000000010C00000000000A05D4000000000000004C00000000000C05D4000000000000004C00000000000C05D40000000000000F0BF0000000000E05D40000000000000F0BF0000000000E05D40000000000000E03F0000000000005E40000000000000E03F0000000000005E40000000000000F03F0000000000205E40000000000000F03F0000000000205E40000000000000F83F0000000000605E40000000000000F83F0000000000605E40000000000000F03F0000000000005F40000000000000F03F0000000000005F40000000000000F83F0000000000205F40000000000000F83F0000000000205F4000000000000000400000000000605F4000000000000000400000000000605F40000000000000F03F0000000000405F40000000000000F03F0000000000405F40000000000000E03F0000000000205F40000000000000E03F0000000000205F4000000000000000000000000000005E4000000000000000000000000000005E40000000000000E0BF0000000000205E40000000000000E0BF0000000000205E40000000000000F0BF0000000000605E40000000000000F0BF0000000000605E40000000000000E0BF0000000000A05E40000000000000E0BF0000000000A05E40000000000000F0BF0000000000C05E40000000000000F0BF0000000000C05E40000000000000F8BF0000000000C05E4000000000000000C00000000000805E4000000000000000C00000000000805E4000000000000004C00000000000A05E4000000000000004C00000000000A05E400000000000000CC00000000000C05E400000000000000CC00000000000C05E4000000000000010C00000000000E05E4000000000000010C00000000000E05E4000000000000012C00000000000805E4000000000000012C00000000000805E4000000000000014C0,Af
1654,1654,11,0103000020E610000001000000050000000000000000E05D4000000000000016C00000000000C05D4000000000000016C00000000000C05D4000000000000014C00000000000E05D4000000000000014C00000000000E05D4000000000000016C0,Af
1668,1668,11,0103000020E610000001000000050000000000000000205B400000000000001AC00000000000005B400000000000001AC00000000000005B4000000000000018C00000000000205B4000000000000018C00000000000205B400000000000001AC0,Af
1669,1669,11,0103000020E610000001000000050000000000000000C05B400000000000001AC00000000000A05B400000000000001AC00000000000A05B4000000000000018C00000000000C05B4000000000000018C00000000000C05B400000000000001AC0,Af
1676,1676,11,0103000020E610000001000000070000000000000000D060400000000000001CC00000000000C060400000000000001CC00000000000C0604000000000000016C00000000000E0604000000000000016C00000000000E060400000000000001AC00000000000D060400000000000001AC00000000000D060400000000000001CC0,Af
1677,1677,11,0103000020E6100000010000000B00000000000000008063400000000000001CC000000000006063400000000000001CC000000000006063400000000000001AC000000000005063400000000000001AC0000000000050634000000000000014C0000000000060634000000000000014C0000000000060634000000000000016C0000000000070634000000000000016C0000000000070634000000000000018C0000000000080634000000000000018C000000000008063400000000000001CC0,Af
1879,1879,11,0103000020E6100000010000000B0000000000000000A0644000000000008035C0000000000090644000000000008035C0000000000090644000000000000035C0000000000080644000000000000035C0000000000080644000000000000034C00000000000A0644000000000000034C00000000000A0644000000000008034C00000000000B0644000000000008034C00000000000B0644000000000000035C00000000000A0644000000000000035C00000000000A0644000000000008035C0,Af
1880,1880,11,0103000020E610000001000000050000000000000000E0644000000000008035C00000000000E0644000000000008034C00000000000F0644000000000008034C00000000000F0644000000000008035C00000000000E0644000000000008035C0,Af
1883,1883,11,0103000020E610000001000000050000000000000000B0644000000000000036C00000000000A0644000000000000036C00000000000A0644000000000008035C00000000000B0644000000000008035C00000000000B0644000000000000036C0,Af
1896,1896,11,0103000020E610000001000000050000000000000000D0644000000000008036C00000000000C0644000000000008036C00000000000C0644000000000000036C00000000000D0644000000000000036C00000000000D0644000000000008036C0,Af
1906,1906,11,0103000020E61000000100000005000000000000000000484000000000008037C00000000000C0474000000000008037C00000000000C0474000000000008036C0000000000000484000000000008036C0000000000000484000000000008037C0,Af
1687,1687,11,0103000020E6100000020000006D0000000000000000605B4000000000000020C00000000000C05A4000000000000020C00000000000C05A400000000000001EC00000000000805A400000000000001EC00000000000805A400000000000001CC00000000000405A400000000000001CC00000000000405A400000000000001AC00000000000605A400000000000001AC00000000000605A4000000000000018C00000000000005A4000000000000018C00000000000005A4000000000000016C00000000000E0594000000000000016C00000000000E0594000000000000014C00000000000C0594000000000000014C00000000000C0594000000000000012C0000000000080594000000000000012C000000000008059400000000000000CC000000000006059400000000000000CC0000000000060594000000000000008C0000000000040594000000000000008C0000000000040594000000000000004C0000000000020594000000000000004C00000000000205940000000000000F8BF0000000000005940000000000000F8BF0000000000005940000000000000E0BF0000000000E05840000000000000E0BF0000000000E0584000000000000000000000000000C0584000000000000000000000000000C05840000000000000F03F0000000000A05840000000000000F03F0000000000A05840000000000000F83F0000000000805840000000000000F83F0000000000805840000000000000004000000000006058400000000000000040000000000060584000000000000004400000000000405840000000000000044000000000004058400000000000000C4000000000000058400000000000000C40000000000000584000000000000010400000000000E0574000000000000010400000000000E0574000000000000012400000000000C0574000000000000012400000000000C057400000000000001840000000000000584000000000000018400000000000005840000000000000164000000000008058400000000000001640000000000080584000000000000012400000000000A0584000000000000012400000000000A0584000000000000010400000000000E0584000000000000010400000000000E058400000000000000C4000000000000059400000000000000C400000000000005940000000000000084000000000002059400000000000000840000000000020594000000000000004400000000000405940000000000000044000000000004059400000000000000C4000000000002059400000000000000C400000000000205940000000000000124000000000000059400000000000001240000000000000594000000000000018400000000000805940000000000000184000000000008059400000000000001A400000000000A059400000000000001A400000000000A0594000000000000018400000000000C0594000000000000018400000000000C0594000000000000016400000000000E0594000000000000016400000000000E0594000000000000008400000000000005A4000000000000008400000000000005A4000000000000000400000000000205A4000000000000000400000000000205A40000000000000F83F0000000000405A40000000000000F83F0000000000405A40000000000000E03F0000000000005A40000000000000E03F0000000000005A4000000000000000000000000000405A4000000000000000000000000000405A40000000000000E0BF0000000000005A40000000000000E0BF0000000000005A40000000000000F0BF0000000000205A40000000000000F0BF0000000000205A40000000000000F8BF0000000000A05A40000000000000F8BF0000000000A05A4000000000000004C00000000000C05A4000000000000004C00000000000C05A400000000000000CC00000000000A05A400000000000000CC00000000000A05A4000000000000008C00000000000805A4000000000000008C00000000000805A4000000000000012C00000000000205A4000000000000012C00000000000205A4000000000000014C00000000000805A4000000000000014C00000000000805A4000000000000016C00000000000A05A4000000000000016C00000000000A05A4000000000000018C00000000000C05A4000000000000018C00000000000C05A400000000000001AC00000000000E05A400000000000001AC00000000000E05A400000000000001CC00000000000405B400000000000001CC00000000000405B400000000000001AC00000000000A05B400000000000001AC00000000000A05B400000000000001CC00000000000805B400000000000001CC00000000000805B400000000000001EC00000000000605B400000000000001EC00000000000605B4000000000000020C0050000000000000000A05940000000000000F83F0000000000A059400000000000000040000000000080594000000000000000400000000000805940000000000000F83F0000000000A05940000000000000F83F,Af
1694,1694,11,0103000020E61000000100000007000000000000000070604000000000000020C000000000007060400000000000001EC000000000006060400000000000001EC000000000006060400000000000001CC000000000008060400000000000001CC0000000000080604000000000000020C0000000000070604000000000000020C0,Af
1701,1701,11,0103000020E610000001000000050000000000000000405C4000000000000021C00000000000205C4000000000000021C00000000000205C4000000000000020C00000000000405C4000000000000020C00000000000405C4000000000000021C0,Af
1702,1702,11,0103000020E610000001000000050000000000000000805C4000000000000020C00000000000A05C4000000000000020C00000000000A05C4000000000000021C00000000000805C4000000000000021C00000000000805C4000000000000020C0,Af
1708,1708,11,0103000020E610000001000000090000000000000000C0634000000000000020C00000000000C063400000000000001EC00000000000F063400000000000001EC00000000000F0634000000000000020C0000000000000644000000000000020C0000000000000644000000000000021C00000000000D0634000000000000021C00000000000D0634000000000000020C00000000000C0634000000000000020C0,Af
1715,1715,11,0103000020E61000000100000005000000000000000090614000000000000022C0000000000080614000000000000022C0000000000080614000000000000021C0000000000090614000000000000021C0000000000090614000000000000022C0,Af
1719,1719,11,0103000020E6100000010000000B0000000000000000C0634000000000000020C00000000000C0634000000000000022C00000000000A0634000000000000022C00000000000A0634000000000000020C0000000000090634000000000000020C000000000009063400000000000001AC00000000000A063400000000000001AC00000000000A063400000000000001CC00000000000B063400000000000001CC00000000000B0634000000000000020C00000000000C0634000000000000020C0,Af
1724,1724,11,0103000020E610000001000000050000000000000000B0614000000000000023C0000000000090614000000000000023C0000000000090614000000000000022C00000000000B0614000000000000022C00000000000B0614000000000000023C0,Af
1726,1726,11,0103000020E61000000100000005000000000000000060624000000000000023C0000000000050624000000000000023C0000000000050624000000000000022C0000000000060624000000000000022C0000000000060624000000000000023C0,Af
1728,1728,11,0103000020E61000000100000005000000000000000020634000000000000023C0000000000010634000000000000023C0000000000010634000000000000022C0000000000020634000000000000022C0000000000020634000000000000023C0,Af
